Probesets	age1_A	age1_B	age2_A	age2_B
219765_at	14.4	147.8	19.9	138.6
219766_at	32.8	53.7	33.9	102.2
219767_s_at	339.4	387.1	490.7	537.2
219768_at	85.2	53.5	48.8	56.6
219769_at	116.9	138.8	191.6	28.4
219770_at	801.4	463	755.9	678.9
219771_at	26.2	124.2	206.1	207.8
219772_s_at	19301.5	17717.5	22507.6	14129.5
219773_at	235.4	228.6	26.9	176.9
219774_at	308.5	106.2	159.5	233.2
219775_s_at	38.7	40.5	43.8	72.2
219776_s_at	81.1	46.1	164	60.2
219777_at	322.8	421.6	211.4	190.7
219778_at	1860.6	1299.7	1375.8	1418.1
219779_at	733.8	674.7	734.9	702.5
219780_at	20.1	18.7	258.5	175.8
219781_s_at	136.7	109.2	156.1	170.2
219782_s_at	57.6	35.7	76.4	9.8
219783_at	294.8	130.8	649.5	285.1
219784_at	80.9	50.7	71.7	113.8
219785_s_at	134.8	109.2	95.6	30.2
219786_at	21.5	89	135.4	12.7
219787_s_at	161.6	54.7	165.5	44.7
219788_at	110.5	166.5	246	93.8
219789_at	205.1	67.4	328.9	416.2
219790_s_at	28.2	61	106.7	29.8
219791_s_at	26.7	65.8	37.1	22.9
219792_at	28.5	307.7	143.9	228.5
219793_at	81.6	102	59.1	95.7
219794_at	172.7	32.6	27.7	7.8
219795_at	81.6	74.2	190.7	76.7
219796_s_at	13.6	15.2	21.1	14
219797_at	115.5	118.5	254.9	268.1
219798_s_at	769.6	726.2	1091.4	263.8
219799_s_at	56.8	233.4	382.2	250.6
219800_s_at	26.6	43.5	77.2	98
219801_at	148.4	161.7	217.8	74.7
219802_at	350.1	197.4	374.9	528.9
219803_at	38.9	14.7	95.1	67.7
219804_at	1289.7	1312.9	1124.5	1026
219805_at	163	127.6	225.7	236.7
219806_s_at	264.7	59.4	32.5	89
219807_x_at	60	70.8	71.4	89.8
219808_at	302.4	77.8	347.1	112.9
219809_at	331.6	311.6	292.4	268.9
219810_at	50.5	8.5	16	157.7
219811_at	76.8	151	250.5	149.7
219812_at	175.5	24.9	371.6	396.2
219813_at	345.6	185.8	301	202.6
219814_at	20.2	92.7	79	238.2
219815_at	200	216.9	248.7	170.7
219816_s_at	785.1	1053	1137.8	1233.5
219817_at	542.2	369.6	667.8	423.4
219818_s_at	226.9	219.1	76.9	67
219819_s_at	1123.8	1297	949.4	1064.5
219820_at	224.5	236.6	216.7	326.2
219821_s_at	465.1	1377	693	627.7
219822_at	243.4	61.8	31.5	80.1
219823_at	247.6	150	286.7	33.5
219824_at	284.6	84.1	58.4	220.7
219825_at	21.1	72.6	34.7	261.1
219826_at	50.7	177.9	295.5	265.2
219827_at	1858.5	1453.2	1492.7	1122.2
219828_at	265	87	138.1	260.7
219829_at	1559.8	1367	1491	1344.4
219830_at	13.2	17.6	56.7	20.7
219831_at	112.1	260	392	51.9
219832_s_at	55.6	137.2	82.6	238.9
219833_s_at	15.4	15.4	24.1	69.6
219834_at	73.8	101.5	91.8	157.1
219835_at	16.8	14.1	19.9	13
219836_at	29.4	44.4	167.7	32.4
219837_s_at	41.1	18.2	21.5	58.6
219838_at	331.7	334.8	385.1	401.7
219839_x_at	32.1	18.5	31.7	27.9
219840_s_at	145.7	32.8	31	174.7
219841_at	325.5	22.7	202.1	125.8
219842_at	52.7	113.7	80.7	145.7
219843_at	256	261.2	434.6	205
219844_at	155.8	34.2	315.5	154.6
219845_at	177.6	73.9	323.2	234.1
219846_at	394.8	230	182.5	414.7
219847_at	75.5	79.8	85	118
219848_s_at	126.4	110.9	330.4	135.7
219849_at	129.5	342.8	443.2	311.9
219850_s_at	61.5	67.7	104.7	96.4
219851_at	196.7	64	18.9	29
219852_s_at	49.4	52	26.7	48.8
219853_at	101.2	17.6	29.6	23.4
219854_at	181.2	152.7	267.4	176.7
219855_at	21.4	39.4	112.9	78.7
219856_at	12.9	18.9	26.2	12.6
219857_at	12.5	144.6	8.5	4.2
219858_s_at	95.8	51.9	9.4	95.4
219859_at	161.1	83.7	34.4	256.2
219860_at	256.9	235.6	288.8	278.7
219861_at	58	116.8	220.9	151.1
219862_s_at	501.1	505	620.1	403.5
219863_at	328.7	260.4	378.8	192.1
219864_s_at	15.4	7.7	5.5	9.7
219865_at	146.1	427	113.2	154.9
219866_at	7553.5	6814.4	10164.1	7010.6
219867_at	237.7	40.1	281.5	118.2
219868_s_at	289.9	559.8	225	397.2
219869_s_at	212.7	94.4	92.8	208.8
219870_at	69	60.8	89.7	206.7
219871_at	11.2	49.5	71	64.2
219872_at	82.5	152.7	227.7	57.4
219873_at	35.7	38.6	215.6	154.1
219874_at	126.9	31	249.6	260.6
219875_s_at	4.2	85	70	4.9
219876_s_at	35	135.7	295.1	107.7
219877_at	95.1	51	75.7	86.5
219878_s_at	28.7	13.7	33.6	67.5
219879_s_at	150.7	36.8	227.1	139.7
219880_at	568	246.7	376	50
219881_s_at	173.7	172.5	50	118.1
219882_at	140.5	28.2	86.2	275.7
219883_at	487.6	409.2	849	567.5
219884_at	44	280.6	135.2	415.7
219885_at	150.5	161.7	135.5	89.2
219886_at	120.1	41.9	51.5	223.4
219887_at	56.8	23.9	92.9	66.8
219888_at	18.6	87	45.1	14.4
219889_at	217.7	358.7	243.5	350.4
219890_at	223.4	174.7	191.2	105
219891_at	649.7	1021	807.4	612.7
219892_at	1158.8	665.7	947.8	1260
219893_at	442.9	289.1	414.7	134.4
219894_at	59	98.8	125.5	23.6
219895_at	88.8	4.9	126.6	12.7
219896_at	20.7	81.8	33.2	182.5
219897_at	754.6	518.9	1053.2	1019.1
219898_at	28.6	24.7	10.5	22.7
219899_x_at	386.5	109.8	69.7	58.4
219900_s_at	47	39.6	55.5	36.4
219901_at	129.1	75.8	179.7	204.1
219902_at	198.6	247.8	129.6	388.7
219903_s_at	20.6	107.9	135.1	41.7
219904_at	270.7	428	234.7	212.4
219905_at	49	65.2	10.6	22.7
219906_at	32.2	41	30.6	41
219907_at	425	322.9	468.9	186.7
219908_at	154.7	68.9	117.9	117
219909_at	213.5	10.6	20.6	13.7
219910_at	713.6	746.5	880.2	710.7
219911_s_at	85.6	71.7	78.5	48.7
219912_s_at	10.9	62.2	158	115.1
219913_s_at	340.7	590.7	648	543.8
219914_at	83.5	34.7	44.9	60.6
219915_s_at	606.5	441.5	830.1	319.7
219916_s_at	165.2	294.7	112.6	455.4
219917_at	204.7	251.7	317.4	110.4
219918_s_at	10.8	19.5	9.5	15.9
219919_s_at	22.5	19.7	29.7	21.4
219920_s_at	61.7	110.4	115.8	99.7
219921_s_at	133.4	35.2	111.4	92.7
219922_s_at	60.7	420.7	258.7	137.6
219923_at	702	599.6	517.8	449.1
219924_s_at	31.6	149.4	412.9	308.8
219925_at	22.2	90.5	38	105.1
219926_at	3959.7	5086.4	3644	3328.5
219927_at	19.7	6.9	9.8	15.9
219928_s_at	47.5	256.5	239.7	280.5
219929_s_at	290.4	182	343.8	80.7
219930_at	16.7	49.7	53.1	55.6
219931_s_at	300.2	340.5	308.2	343.7
219932_at	13.4	13.9	15	99
219933_at	1088.5	1171.2	972.7	1096.7
219934_s_at	219.2	110.2	275.4	273.9
219935_at	236.7	60.6	172.9	243.7
219936_s_at	26	9.2	56.9	29.2
219937_at	142.1	33.6	43.6	13.7
219938_s_at	1004.2	1033.5	621.9	850.9
219939_s_at	9840	10064.7	11122.7	10996.2
219940_s_at	473.9	448.4	271.9	428.4
219941_at	273.7	245.5	372.9	232.9
219942_at	57.9	29.6	37.7	34.5
219943_s_at	47.6	32.9	41.5	195.8
219944_at	147.2	150.7	267.1	239.5
219945_at	33.7	35.5	89.7	73.2
219946_x_at	1189.8	778.6	1333	1117.7
219947_at	7.4	20.4	11.2	115.7
219948_x_at	7.5	50.7	20.9	56.2
219949_at	2810.6	2941.4	1816.6	2214.8
219950_s_at	265.8	262.7	599.4	361.5
219951_s_at	32.4	71.9	125.7	170
219952_s_at	53.1	95.2	38.8	31.1
219953_s_at	332.6	165.1	250.4	398.8
219954_s_at	386.6	83.6	145.7	344.4
219955_at	57.5	74.8	281.5	281.5
219956_at	304.7	159	303	239.4
219957_at	218.7	302.5	386.1	229.9
219958_at	746.2	665.7	522.5	1013.6
219959_at	285.4	168	186.9	165.8
219960_s_at	746.8	536.9	821.8	717.8
219961_s_at	711.8	614.4	598	363.6
219962_at	95.9	65.8	92.1	69.2
219963_at	4224.8	4402	4143.6	4609.7
219964_at	187	173.5	333.6	256.7
219965_s_at	184	46.2	30.6	35.7
219966_x_at	143.7	272.7	154.4	196.4
219967_at	291.6	217.7	426.2	209.8
219968_at	757.2	432	417.5	420.4
219969_at	78.2	11.7	17.9	51.7
219970_at	126.5	146.7	85.2	34.7
219971_at	56.9	181.1	73.8	68.2
219972_s_at	120.4	132.4	51.2	90.6
219973_at	81.4	38.2	35.1	122.6
219974_x_at	435.5	297.1	436.7	282.1
219975_x_at	137.7	65.7	100.2	42.9
219976_at	173.8	6.1	151.2	23.2
219977_at	330.4	175.8	275.7	234.1
219978_s_at	252.7	182.2	94.2	300.5
219979_s_at	374.5	437.4	429.4	288
219980_at	76.6	179.4	172.2	76.9
219981_x_at	714.9	442.4	842.1	762.9
219982_s_at	523	249.6	184.7	280.1
219983_at	1140.6	1405.2	1363.8	1380.1
219984_s_at	1092.7	1029.7	1049.7	1176.5
219985_at	47.8	5.5	18	107.2
219986_s_at	331	203.8	279.9	204.7
219987_at	115.1	238.8	249.7	270.5
219988_s_at	701.7	627.7	661.5	582
219989_s_at	205.1	10	41.7	32
219990_at	797.5	814.5	586.6	429.4
219991_at	626.2	492.2	291.2	799
219992_at	810.2	676	791.9	791
219993_at	371.7	77.4	366.6	291.1
219994_at	75.6	136.6	35	171.7
219995_s_at	111.6	7	6	61
219996_at	286.7	52.4	156.1	85.9
219997_s_at	127.2	331.4	120.8	272.6
219998_at	160.6	47	336.7	75.9
219999_at	160.6	537.2	329.5	267
220000_at	126.9	275.1	174.9	99
220001_at	289.1	337.1	355.4	139.2
220002_at	148.7	34	192.2	41.7
220003_at	32.2	287.1	22.7	42.4
220004_at	92.7	21.9	228.8	8.1
220005_at	21.7	19.7	44.5	180.5
220006_at	50	45.4	97.4	79.7
220007_at	28.1	34	78.5	30.2
220008_at	90.8	117.7	48.4	87.7
220009_at	444.5	283.5	514.7	563.7
220010_at	19.6	29.5	29.6	13.7
220011_at	271.5	199.7	221.6	357.9
220012_at	19.7	102.6	50.2	189.6
220013_at	17.7	76.8	35.1	25.7
220014_at	706.6	870.7	853.7	475.7
220015_at	879	208.4	500.7	648.2
220016_at	33.4	49.6	42.4	34.5
220017_x_at	330.4	171.4	289.9	341.8
220018_at	80.6	95.6	117.7	115
220019_s_at	256.7	127.7	52	148.9
220020_at	404.9	346.4	451.7	466.7
220021_at	30.2	121.7	236.7	241.7
220022_at	29.1	11.6	33.7	18
220023_at	17.9	136.2	140.2	190.4
220024_s_at	386.6	375.8	706.7	429.6
220025_at	179.1	30.2	161.7	239.6
220026_at	28.5	22.1	24	19.4
220027_s_at	627.7	251.6	245.4	506.7
220028_at	506.9	421.9	749	396.7
220029_at	53.1	49.1	306	98.4
220030_at	3.2	3.7	22.4	60.7
220031_at	12.7	24.7	20.5	22.2
220032_at	725.9	482.2	674.1	741.9
220033_at	207.2	333.5	254.9	430.4
220034_at	209.6	169.7	134.9	253.1
220035_at	212.2	372.2	52.2	214.5
220036_s_at	374	171.8	353.8	167.8
220037_s_at	117.5	12.6	22.7	26.6
220038_at	17	30.7	8.8	98.8
220039_s_at	163.8	105.1	218	158.1
220040_x_at	125.4	49.6	40.8	62.9
220041_at	807.5	496.2	661	478.1
220042_x_at	178.7	212.7	140.2	106.6
220043_s_at	233.4	40.1	63.5	41.6
220044_x_at	587.5	941.8	513.4	619.7
220045_at	178.9	137.8	262.4	177.5
220046_s_at	406.8	416.7	489.6	618.1
220047_at	217.8	243.5	183.2	158.9
220048_at	461.6	315.6	326.9	777.1
220049_s_at	31.9	13.6	66	11.7
220050_at	407	323.5	246.1	183.2
220051_at	52.6	220.8	64.4	188.7
220052_s_at	232.1	524.6	73.9	186.9
220053_at	479.6	374.1	430.6	395.9
220054_at	212.4	182.6	295.8	314.5
220055_at	151.4	67.6	24	87.6
220056_at	344.5	259.5	266.9	284.8
220057_at	21.5	16.7	24.2	20.1
220058_at	182.1	75.7	52.7	17.2
220059_at	130.1	94	39.6	23.7
220060_s_at	228.4	21.8	33.6	52.7
220061_at	377.4	603.7	563.7	264.1
220062_s_at	201.4	282.2	384.7	158.1
220063_at	301.4	162.8	359.7	245.1
220064_at	57.4	20.7	94.7	16.1
220065_at	27.4	44.4	53.7	150.9
220066_at	16	8.5	10.7	12.1
220067_at	476.7	300.6	590	547.7
220068_at	170.1	99.2	60.7	35.1
220069_at	237.5	219.9	98.7	36.7
220070_at	74.7	211.5	423.7	71.2
220071_x_at	1061.7	1113.7	1415.9	1527.9
220072_at	253.2	129.1	325.6	195.7
220073_s_at	212.4	57.8	202.5	81.7
220074_at	22.9	34.7	25.4	42
220075_s_at	17.1	12.4	19.1	22.7
220076_at	208.7	174.7	46.7	329.9
220077_at	20.4	43.4	37.7	21.9
220078_at	231	68.8	50.8	160.1
220079_s_at	935.4	841.8	625.7	483.9
220080_at	17.4	19.1	39.8	12.4
220081_x_at	548.7	357.1	667.7	401.7
220082_at	386.7	334.5	48.2	204.6
220083_x_at	234.1	101.7	296	201.6
220084_at	4.2	62.2	63.7	15
220085_at	44.1	130.2	20	24.7
220086_at	90.2	134	391.5	233.7
220087_at	62.7	124.2	237.9	163.6
220088_at	47.7	163.4	103.9	31.2
220089_at	238.2	72.7	250.7	110.4
220090_at	87.6	129.7	289.6	68.6
220091_at	11.7	17.6	44.2	15.9
220092_s_at	141.4	83.6	24.1	143.4
220093_at	25.1	38.6	63.8	47.5
220094_s_at	1036.1	1012.7	715.2	1269.7
220095_at	35.9	180.6	134	148.2
220096_at	238.4	47.2	238.7	97.4
220097_s_at	75.7	160.1	50.4	34.7
220098_at	16.8	25.5	89.8	43.7
220099_s_at	1381.6	1133.4	1106.1	1230.1
220100_at	29.7	57	65.4	47
220101_x_at	146.5	92.4	153.1	109.6
220102_at	53.7	11.7	221	144.7
220103_s_at	135.1	125.4	183.1	221.8
220104_at	72.1	9.9	24.1	33
220105_at	33.4	22.9	30	19
220106_at	341.6	240.9	356.8	386.8
220107_s_at	30.8	182.1	127.7	158.5
220108_at	292.6	37	48.9	133.9
220109_at	111	12.9	13.2	11.6
220110_s_at	22.2	25.4	19.5	15
220111_s_at	115.6	46.6	315.5	267
220112_at	216.2	177.5	272.1	266.9
220113_x_at	363.7	975	809.2	845.7
220114_s_at	434.5	223.5	512.7	357
220115_s_at	333.6	230.8	424.5	261.9
220116_at	49.7	198.6	186.8	186.7
220117_at	40.1	27.7	207.4	18.7
220118_at	27.2	20.7	25.1	38.5
220119_at	163.7	32.4	54.7	210.4
220120_s_at	32.4	22.2	51.6	171.7
220121_at	12.9	12.2	28.8	112.7
220122_at	97.1	232.5	193.9	253.6
220123_at	109.2	9.4	181	24.8
220124_at	10.2	123.2	34.7	40.1
220125_at	142.4	71.7	55.7	65.7
220126_at	75.5	108.2	363.8	32.5
220127_s_at	1234.7	1217.8	907.7	1030.7
220128_s_at	533.6	493.4	690.8	818.7
220129_at	50.8	44.4	75.2	184.2
220130_x_at	30.5	99.8	52.6	121.4
220131_at	209.8	136.7	36.9	68.8
220132_s_at	93.5	61.8	66.4	85.7
220133_at	175.9	86.4	244.4	421.7
220134_x_at	123.9	39.7	51.7	53.7
220135_s_at	334.9	368.9	617.9	484.6
220136_s_at	19.7	27.7	37	17
220137_at	222.7	244.8	263.7	133.2
220138_at	212.8	46.1	340.1	70.2
220139_at	29	13	203	37.4
220140_s_at	111.6	106.9	201.9	94.7
220141_at	74.4	54.7	35.9	46.8
220142_at	285.6	134.1	105.1	328.1
220143_x_at	406.8	401.7	744	224.5
220144_s_at	21	70.5	21.7	47.7
220145_at	90.7	5.1	60.6	10.7
220146_at	37.4	36.9	14.8	21.5
220147_s_at	405.6	250.7	325.7	517.8
220148_at	33.9	92.9	110.5	70.5
220149_at	361.8	48.5	528	220.7
220150_s_at	96	104.6	141.8	252.7
220151_at	44.6	29.1	24.9	41.6
220152_at	34.4	24.6	21.7	66.1
220153_at	49.2	110.1	48	58.2
220154_at	244.8	30.6	133.8	267.4
220155_s_at	232.7	608.6	552.8	380.2
220156_at	205.4	132.9	160.7	221.6
220157_x_at	140.7	127.7	195.7	155.9
220158_at	212	162.6	306.7	211.6
220159_at	194.7	147.7	535.5	236.1
220160_s_at	30.7	75.7	34.6	22.4
220161_s_at	296	276.8	213.5	284.7
220162_s_at	62.7	33.5	16.9	16.7
220163_s_at	300.7	236.2	309.4	244.9
220164_s_at	6855	4643.1	12188.9	9578.7
220165_at	489.7	433	699	603.9
220166_at	179.5	281.4	100.4	179.2
220167_s_at	547.6	314.8	239.7	435.2
220168_at	71.6	31.6	129.8	160.1
220169_at	49	9.7	33.4	10.7
220170_at	578.7	352.1	300.4	495.5
220171_x_at	132.8	75.6	20.4	39.2
220172_at	7.7	60.1	7	18.9
220173_at	527.7	424.7	593.4	381.2
220174_at	196.6	189.7	71	150.7
220175_s_at	320.1	393.1	196.1	352
220176_at	253.2	337.1	194.7	335.9
220177_s_at	213.9	188.9	218.6	161.1
220178_at	15.6	32.7	17	21.2
220179_at	27.7	13.2	41.6	38.8
220180_at	74.5	135.7	226.9	26.4
220181_x_at	264.7	513.4	102.7	129.5
220182_at	297.7	154.1	324.1	299.1
220183_s_at	336.4	188.5	337.5	65.4
220184_at	114.7	45.8	48.6	58
220185_at	53.9	66.7	299.4	578.9
220186_s_at	301	387.7	428.6	701.4
220187_at	147.7	75.2	128.5	154.5
220188_at	187.5	47.4	289.1	176.1
220189_s_at	101	454.1	486.7	289.9
220190_s_at	10.1	10.5	44.9	77
220191_at	167.4	150	213.5	306.7
220192_x_at	20.2	125.4	150.8	110.9
220193_at	316.1	368	509.9	271.5
220194_at	161.1	208.9	290.8	182.2
220195_at	403.6	457.2	575.7	682.5
220196_at	14.5	15.5	29.1	37.2
220197_at	297.5	224.2	53.5	189.7
220198_s_at	30.7	90.2	23.9	64.6
220199_s_at	191.7	178.8	271.4	247.1
220200_s_at	295	289.7	57.6	157.6
220201_at	245.7	217	34	132.1
220202_s_at	302.8	267.4	374.4	367.7
220203_at	56.7	64.5	69.5	73.7
220204_s_at	41.1	58.4	96.7	72.6
220205_at	138.2	90.8	111.4	107.6
220206_at	95.7	146.6	28.4	30.2
220207_at	28.7	242	111.7	307.9
220208_at	171.2	49.7	108.6	63.7
220209_at	59.4	78	52.2	45.6
220210_at	202.8	136.9	244.7	164.6
220211_at	25.7	16	109.1	71.5
220212_s_at	28.4	52.4	133.5	98.2
220213_at	94.5	231.8	178.4	140.7
220214_at	354.4	41	76.5	42.9
220215_at	291.1	263.6	384.9	426.4
220216_at	27.5	119.1	166.5	44.6
220217_x_at	206.6	436.4	363.2	234.7
220218_at	24	139.5	275.4	186.8
220219_s_at	284	96.8	62.4	219.7
220220_at	115.7	115.9	141.1	21.7
220221_at	74.2	142.2	202.9	179.6
220222_at	16.7	15.7	17.9	14.7
220223_at	422	53.7	18.8	117.1
220224_at	445.2	48.9	54.7	229.2
220225_at	71.5	121.7	97.5	26.1
220226_at	441.9	87.7	141.7	136.2
220227_at	235.2	259.2	336.7	482
220228_at	166.5	100.5	14.7	167.5
220229_s_at	205	103.9	96.6	126.1
220230_s_at	117.5	171.6	235	266.4
220231_at	292.7	69.4	120.1	50.6
220232_at	455.4	382.8	510	554.2
220233_at	36.2	30.4	20.7	36
220234_at	185	133.8	236.9	89
220235_s_at	285.9	509.1	369.6	393.9
220236_at	314.9	214.7	513.2	388.1
220237_at	145.1	137.1	119.4	157.7
220238_s_at	28.7	104.2	79	68.2
220239_at	249.5	85.5	117.6	134.4
220240_s_at	120.1	52.5	53.7	27.9
220241_at	88.1	191.9	3.9	119.8
220242_x_at	220.8	123.2	169.5	212.2
220243_at	19.9	36.6	23.4	98
220244_at	898.9	1491.5	1127.7	949.1
220245_at	402.4	154.7	103.6	311
220246_at	172.2	259.8	135.1	172.7
220247_at	73.1	72.2	13.4	27.7
220248_x_at	1279.9	1294.1	1196	1138.9
220249_at	37.9	18	50.7	65.9
220250_at	555.7	227.8	272.2	363.5
220251_at	471.6	583.7	431.7	575.5
220252_x_at	375.7	261.4	465.5	328
220253_s_at	9.6	65.2	186.1	109.5
220254_at	23	22.7	91.4	20.7
220255_at	231.6	431.4	114.7	170.1
220256_s_at	92.5	30.6	49.9	73
220257_x_at	324.9	367.1	414	194.2
220258_s_at	313.6	137.7	24	77.9
220259_at	11.1	13.7	15.7	16.5
220260_at	69.2	37.2	38.9	85.8
220261_s_at	678.5	621	570.6	814
220262_s_at	121	79.9	68.7	103.6
220263_at	174.9	258.7	429.1	340.7
220264_s_at	33.5	249.8	153.4	343.7
220265_at	105	11.7	92.5	129.2
220266_s_at	303.7	75.7	32.6	177.7
220267_at	23.9	116.6	135.6	215.9
220268_at	10.7	219.8	236.9	123.5
220269_at	169.5	28.4	51	168.7
220270_at	208.9	39.6	182.4	79
220271_x_at	23.6	147.9	12.4	9.7
220272_at	566.7	557.9	183.6	520.7
220273_at	10.7	9.2	47.8	19.6
220274_at	313	290.4	357.5	386.5
220275_at	23.4	205.7	425.7	25.7
220276_at	47.1	61	52.8	50.2
220277_at	137.7	24.7	190.5	54
220278_at	358.1	115.4	219.5	163.4
220279_at	263.6	147.4	236.7	40
220280_s_at	22.7	107.1	57.9	23.4
220281_at	55.5	5.4	75.5	10.1
220282_at	281.1	221.2	489.7	43.5
220283_at	257.6	221.2	453.6	304.4
220284_at	31.5	212.9	132.5	89.7
220285_at	197	165.1	257.9	232.6
220286_at	78.2	148.2	237.7	198.1
220287_at	527.5	338.2	573.7	511.7
220288_at	151.8	257.6	306.2	373.7
220289_s_at	45.8	22.7	38.5	25.2
220290_at	401.4	307.9	527.2	519.5
220291_at	322.7	101.4	177.8	275.7
220292_at	116.7	254.4	526.7	618.5
220293_at	223.5	59.1	114.7	93.2
220294_at	38.8	10.9	9.5	15.2
220295_x_at	176.4	225.7	92.2	281.5
220296_at	78.8	80.6	26.5	41
220297_at	227.1	15.1	127.6	144.6
220298_s_at	23.8	24.8	132.7	48
220299_at	285.1	30.6	188.9	274.6
220300_at	30	150.7	50.5	33.4
220301_at	17.7	11	6.7	17.6
220302_at	36.4	31.1	14.7	31.9
220303_at	29.7	64.7	86.4	30.7
220304_s_at	98.7	467.9	658.7	480
220305_at	360.4	248.6	288.9	232.1
220306_at	612.9	208.7	318.4	303.2
220307_at	57.8	72.2	46	188.7
220308_at	33.7	34.2	70.1	40.2
220309_at	86.9	142.4	51.2	87.9
220310_at	140.8	180.8	25	114.7
220311_at	33.4	27.5	81.6	22.2
220312_at	28.5	17.1	29.6	19.7
220313_at	124.9	82.1	259.6	82.9
220314_at	149.8	174.4	121.7	14.9
220315_at	102.6	24.7	265.5	75.6
220316_at	301.7	92	54.8	220.1
220317_at	58.7	94.7	22.8	150.8
220318_at	55.7	43.1	51.8	23.8
220319_s_at	785.4	964.8	738.6	583.8
220320_at	68.4	104	19.4	48.6
220321_s_at	108.5	109.2	165.2	92.6
220322_at	168.2	89.7	165.4	94.4
220323_at	846.7	157.7	677.5	763.4
220324_at	145.5	115.5	105.1	123.8
220325_at	166.8	71.6	44.5	235.7
220326_s_at	297.8	286.7	141.4	305.9
220327_at	160.7	82.9	84.5	116.8
220328_at	80.8	31.2	156	12.9
220329_s_at	143.2	278.8	155.8	265.9
220330_s_at	57.2	74.2	9.8	3.1
220331_at	249.1	239.7	134	440.7
220332_at	14.8	12.5	67	13.2
220333_at	34.7	30	49.4	21.7
220334_at	23.5	35.7	172.1	19
220335_x_at	716.7	715.6	649.6	645.9
220336_s_at	207.9	179.2	70.7	316.4
220337_at	25.7	25.5	16.1	30.7
220338_at	56	45.5	7.8	114.8
220339_s_at	60.7	71.2	104.1	131.2
220340_at	79.2	81.7	66.5	65.7
220341_s_at	53.4	54.4	101	113.5
220342_x_at	288	178.7	106.2	239.5
220343_at	343.5	140.8	329.2	237.2
220344_at	119.2	105.5	81.1	73.2
220345_at	98.6	82.2	100.2	79.7
220346_at	130.8	230.1	256.7	131.2
220347_at	98	84.7	233.9	215
220348_at	149.7	79	95.1	116.6
220349_s_at	360.7	428.1	289.2	205.1
220350_at	66.4	91.8	93.5	82.5
220351_at	125.1	154.4	18.2	127.7
220352_x_at	542.9	559.2	713.7	392.8
220353_at	163.4	124.8	290.7	255.8
220354_at	315	49	44.7	37.1
220355_s_at	791.5	509.4	706.7	687.8
220356_at	46.8	33.7	30.5	131.8
220357_s_at	419.2	401.2	725.7	371.2
220358_at	38.2	51.1	188.4	114.4
220359_s_at	97.2	36.4	13.6	125.9
220360_at	10	12.2	9.5	67.8
220361_at	15.7	2.7	25.9	109.4
220362_at	37.7	55.1	77.1	181.1
220363_s_at	82.1	379.8	357.2	234.5
220364_at	11.8	21.8	45.6	22.2
220365_at	22.8	149.7	70.8	50.5
220366_at	506.1	295.9	575.4	338.7
220367_s_at	685.7	500.8	844.9	828.8
220368_s_at	437.7	279.5	215.8	223.1
220369_at	25.5	51.6	27	36.4
220370_s_at	152.1	49.8	19.7	7.4
220371_s_at	195.6	151.4	160.2	198.4
220372_at	32.5	14.8	86.7	107
220373_at	58.7	34.7	56.7	100
220374_at	453.2	32.6	182.9	181.8
220375_s_at	733.8	653.8	407.9	499.8
220376_at	53.7	68	74.1	16.4
220377_at	15.9	18	27.1	14.7
220378_at	290.7	25.4	126.7	140.5
220379_at	112.7	346.7	433.6	536.4
220380_at	98.1	94.2	356.7	172.7
220381_at	74.5	99.7	245.7	141.4
220382_s_at	124.7	28.6	48.7	141.9
220383_at	32	136.7	17	19.6
220384_at	13.7	6.9	70.6	6.7
220385_at	22.1	15.1	46.9	42
220386_s_at	137.7	305.2	254	402.8
220387_s_at	11.9	81.5	10.6	13.6
220388_at	13.4	8.7	14.1	23.7
220389_at	259.8	148.8	99	56
220390_at	17.1	146.1	211.7	121.9
220391_at	12.7	20.1	48.7	58.5
220392_at	206.1	22.2	42.4	233.4
220393_at	2.7	53.5	10.7	23
220394_at	32.9	121.5	166.9	16.1
220395_at	1531.9	1136.6	1562.6	1154.8
220396_at	81.4	50.8	95.9	126.1
220397_at	15.7	86.4	11.8	108.9
220398_at	374.4	188.4	723.4	767.9
220399_at	147.8	111.7	39.2	86.8
220400_at	40.7	23.4	131.7	52
220401_at	17.7	121.1	70.9	107
220402_at	41.4	75.7	73.5	93.9
220403_s_at	23.2	7.7	15.6	17.6
220404_at	383.7	312.8	395.8	452
220405_at	361.8	173.6	464.8	181.1
220406_at	221.9	179.1	128.4	43.4
220407_s_at	251.6	158.6	60.6	217.5
220408_x_at	588	461	641.4	692.7
220409_at	132.8	7	15.2	41.7
220410_s_at	132.7	26.5	27.9	33.9
220411_x_at	352.8	314.7	381	565.6
220412_x_at	48.1	72.2	33.6	61.5
220413_at	81.6	50.5	82.5	109.2
220414_at	10	43	261.5	75.4
220415_at	130.9	100.2	93.8	48.2
220416_at	147	190.8	131.7	69.7
220417_s_at	1914.4	1182.8	998.8	1802.4
220418_at	55	44	33.8	14.6
220419_s_at	3201.7	3115.8	3388.9	3177.6
220420_at	30.9	22.5	42.8	225.7
220421_at	58.8	58.1	50.7	92.4
220422_at	284.6	94.7	153.6	606.5
220423_at	72.5	47.8	59.7	61.2
220424_at	97.7	223.2	22.7	19.1
220425_x_at	71.8	25.6	48.7	185.5
220426_at	28.4	14.4	245.1	28.5
220427_at	330.9	305.9	58.2	161.7
220428_at	191.7	213.6	274.7	267.9
